Date,BTC_hist_var,ETH_hist_var,SNT_hist_var,EUR_hist_var,BTC_model_var,ETH_model_var,SNT_model_var,EUR_model_var
2024-02-14,-0.04967359423918349,-0.06484720336209686,-0.07929934444354832,-0.007786864831949627,-0.03173062323608855,-0.03987757528511553,-0.08272499704101809,-0.007133505356378972
2024-02-15,-0.04966496581873336,-0.06483935857394875,-0.07924661946961638,-0.00777195985111166,-0.029710808304143067,-0.036674793204371385,-0.09245680540073924,-0.00662884488430696
2024-02-16,-0.04965633739828323,-0.06483151378580065,-0.07919389449568444,-0.007757054870273694,-0.04297609642877517,-0.05392169169068905,-0.08522018742680211,-0.006904967006530449
2024-02-17,-0.0496477089778331,-0.06482366899765254,-0.07914116952175249,-0.007742149889435726,-0.035978609393445035,-0.04361855773509186,-0.08926899612253061,-0.006902526450212065
2024-02-18,-0.04963908055738297,-0.06481582420950444,-0.07908844454782056,-0.00772724490859776,-0.03817493049839396,-0.046567841207137986,-0.08981044921670378,-0.007393195523036956
2024-02-19,-0.04963045213693284,-0.06480797942135634,-0.07903571957388862,-0.007712339927759794,-0.024020875577615015,-0.03065125248540118,-0.09051508710261294,-0.007814283896849648
2024-02-20,-0.04962182371648271,-0.06480013463320823,-0.07898299459995668,-0.007697434946921826,-0.04821219663733737,-0.057522948546877783,-0.09260557902257577,-0.007164398467467022
2024-02-21,-0.04961319529603258,-0.06479228984506014,-0.07893026962602474,-0.00768252996608386,-0.04780464501715615,-0.059644284588521924,-0.08676525597123005,-0.006822958714877139
2024-02-22,-0.04960456687558245,-0.06478444505691203,-0.07887754465209279,-0.007667624985245892,-0.038887957215279885,-0.048344146007646284,-0.07934032601118672,-0.007191555134499417
2024-02-23,-0.04959593845513232,-0.06477660026876392,-0.07882481967816087,-0.007652720004407926,-0.030232446816281774,-0.036230089218963174,-0.09178222382651406,-0.0073710938798753935
2024-02-24,-0.04958731003468219,-0.06476875548061582,-0.07877209470422893,-0.00763781502356996,-0.027106099269308282,-0.03301104433639759,-0.09325579385061261,-0.007442463540391624
2024-02-25,-0.04957868161423206,-0.06476091069246771,-0.07871936973029699,-0.0076229100427319925,-0.04736802513089413,-0.057685751405320354,-0.09338682790952355,-0.007585064025415692
2024-02-26,-0.04957005319378193,-0.06475306590431962,-0.07866664475636505,-0.0076080050618940265,-0.03636877890781682,-0.04635123247624024,-0.0839556143520646,-0.007402145636899778
2024-02-27,-0.0495614247733318,-0.06474522111617151,-0.0786139197824331,-0.007593100081056059,-0.03229778145904614,-0.042246709330011664,-0.07789594938354037,-0.006407717691124803
2024-02-28,-0.04955279635288167,-0.0647373763280234,-0.07856119480850117,-0.007578195100218093,-0.03810515583963818,-0.04938079873780918,-0.07825320419305455,-0.00672903417828063
2024-02-29,-0.04954416793243154,-0.0647295315398753,-0.07850846983456923,-0.007563290119380127,-0.031227209245777175,-0.04427385554729717,-0.07608187110135216,-0.006595627456217272
2024-03-01,-0.04953553951198141,-0.0647216867517272,-0.07845574486063729,-0.007548385138542159,-0.025339806432972317,-0.030927316522911596,-0.08686979935546102,-0.0068629403855168004
2024-03-02,-0.04952691109153127,-0.06471384196357907,-0.07840301988670534,-0.007533480157704205,-0.019296987621045897,-0.021453325221094523,-0.10211303569530798,-0.007136693921067956
2024-03-03,-0.04950305382850793,-0.0646862993098815,-0.0783413941787091,-0.0075328173564907985,-0.04803547198556313,-0.05721977586588608,-0.09419594172086017,-0.007456865486454451
2024-03-04,-0.049479196565484586,-0.06465875665618392,-0.07827976847071286,-0.007532154555277392,-0.0269023597684521,-0.033476504446424714,-0.0888973731559911,-0.007445092279174614
2024-03-05,-0.049455339302461244,-0.06463121400248635,-0.07821814276271663,-0.007531491754063985,-0.07264934673281993,-0.09363700621246349,-0.07333729191490272,-0.006233132813865362
2024-03-06,-0.0494314820394379,-0.06460367134878876,-0.07924661946961638,-0.007530828952850579,-0.025758350918272586,-0.03324186995771523,-0.07895362968434233,-0.006816795926104465
2024-03-07,-0.04965633739828323,-0.06457612869509119,-0.07919389449568444,-0.007530166151637172,-0.023005398863774573,-0.026696225880419606,-0.09694085649889209,-0.006805095284048762
2024-03-08,-0.0496477089778331,-0.06454858604139362,-0.07914116952175249,-0.007529503350423765,-0.04036520611856064,-0.05002877870676388,-0.08382444801295703,-0.0070014455055528195
2024-03-09,-0.04963908055738297,-0.06452104338769604,-0.07908844454782056,-0.007528840549210359,-0.0251237253236989,-0.030255407838278563,-0.08778552649780537,-0.007047914228957797
2024-03-10,-0.04963045213693284,-0.06449350073399845,-0.07903571957388861,-0.007528177747996952,-0.047084280785228826,-0.05671280607717824,-0.08783737662220309,-0.0071547891017119175
2024-03-11,-0.04962182371648271,-0.06446595808030088,-0.07898299459995668,-0.007527514946783546,-0.00980540122247154,-0.013668404747096692,-0.08810190488391807,-0.007560362581689766
2024-03-12,-0.04961319529603258,-0.06443841542660331,-0.07893026962602474,-0.007526852145570139,-0.049602047954318634,-0.060171098995366865,-0.08999122131451791,-0.00741438868918164
2024-03-13,-0.04960456687558245,-0.06441087277290573,-0.07887754465209279,-0.007526189344356732,-0.030574581229857026,-0.038668330624452255,-0.0851450707148199,-0.006899985897388124
2024-03-14,-0.04959593845513232,-0.06438333011920816,-0.07882481967816087,-0.007525526543143326,-0.05880161778629925,-0.07189425988389161,-0.08851813987012433,-0.0071686316410320096
2024-03-15,-0.04958731003468219,-0.06435578746551057,-0.07877209470422891,-0.007524863741929919,-0.06932456719473863,-0.08601060590432882,-0.08116088206247139,-0.007508923564849046
2024-03-16,-0.04957868161423206,-0.064328244811813,-0.07952695678296154,-0.0075242009407165125,-0.06645381256190383,-0.08222232433507068,-0.08427959316490813,-0.006728407561355038
2024-03-17,-0.04957005319378193,-0.06430070215811542,-0.07979109988610121,-0.007523538139503106,-0.02617732485953677,-0.03284601506087319,-0.08403216423561768,-0.007486639513728389
2024-03-18,-0.04976472173002902,-0.06427315950441785,-0.07977067539369471,-0.007522875338289699,-0.0567803620698885,-0.07045211693880177,-0.09130966466529598,-0.007668539902990393
2024-03-19,-0.04974841117265524,-0.06424561685072028,-0.07975025090128823,-0.007522212537076293,-0.06996614763299423,-0.08913139982226212,-0.07731984491685899,-0.007108650869541754
2024-03-20,-0.049732100615281445,-0.06421807419702269,-0.08010194135934165,-0.007521549735862886,-0.007864095794859083,-0.007601384211458957,-0.09030255526151391,-0.00750009132719549
2024-03-21,-0.050054278258185265,-0.0647216867517272,-0.08009970431577011,-0.007520886934649479,-0.03827114694538425,-0.04716090024726214,-0.1031289802310305,-0.008006950360106924
2024-03-22,-0.050025690648009644,-0.06471384196357907,-0.08009746727219856,-0.007520224133436073,-0.05695170772185598,-0.07409131565766251,-0.07574102621927023,-0.007833976409904629
2024-03-23,-0.05000938009063585,-0.0646862993098815,-0.08007704277979207,-0.007519008227617987,-0.02407296719160325,-0.024500943293434274,-0.09832914832084651,-0.006823651033902873
2024-03-24,-0.04999306953326207,-0.06465875665618392,-0.08005661828738558,-0.007517792321799901,-0.024373594743258557,-0.029075385362752153,-0.0944167094165674,-0.007167617558082288
2024-03-25,-0.049976758975888276,-0.06463121400248634,-0.08003619379497909,-0.007516576415981815,-0.026132808068336396,-0.03471843070096574,-0.0864667538575594,-0.007838213144012882
2024-03-26,-0.049960448418514485,-0.06460367134878876,-0.08001576930257259,-0.0075153605101637285,-0.018852310511354813,-0.024377908977934334,-0.08396364629076349,-0.0074197627251446924
2024-03-27,-0.0499441378611407,-0.06457612869509119,-0.07999534481016611,-0.0075141446043456425,-0.05441579733767491,-0.06494377561465221,-0.09256969805218199,-0.0069068659987338386
2024-03-28,-0.04992782730376691,-0.06454858604139362,-0.07997492031775962,-0.007512928698527556,-0.018417746900463935,-0.022496270714013767,-0.09137477628360997,-0.007415399444325307
2024-03-29,-0.049911516746393124,-0.06452104338769604,-0.07995449582535313,-0.00751171279270947,-0.044503153138666915,-0.053038591134259364,-0.0922614715805246,-0.007631231960812665
2024-03-30,-0.04989520618901933,-0.06449350073399845,-0.07993407133294664,-0.007510496886891384,-0.050321659603413935,-0.062270941528245805,-0.08983779731618939,-0.007232262329080642
2024-03-31,-0.04987889563164554,-0.06446595808030088,-0.07991364684054014,-0.007509280981073298,-0.03366055047999836,-0.04138704864418643,-0.08759344937268235,-0.007179750854614668
2024-04-01,-0.049862585074271756,-0.06443841542660331,-0.07989322234813366,-0.007508065075255212,-0.06806077122198223,-0.08514193262912326,-0.0833157791615768,-0.0076104821992523134
2024-04-02,-0.049846274516897965,-0.06441087277290573,-0.07987279785572717,-0.007506849169437126,-0.06567247070724302,-0.08145144036357699,-0.078320089228853,-0.0068522253634791495
2024-04-03,-0.04982996395952418,-0.06438333011920816,-0.08011536362077089,-0.00750563326361904,-0.03294649187368589,-0.038980053464953805,-0.08878418115496874,-0.00631677475458746
2024-04-04,-0.05022580391923907,-0.06476875548061582,-0.08011312657719935,-0.007504417357800954,-0.026931013774020386,-0.03385797243191561,-0.09394883213120657,-0.0071495526763216905
2024-04-05,-0.05019721630906344,-0.06476091069246771,-0.08011088953362781,-0.007503201451982868,-0.041203166667398455,-0.05438980405132634,-0.0807752281136534,-0.007312743515989305
2024-04-06,-0.0501686286988878,-0.06475306590431962,-0.08010865249005628,-0.007501985546164782,-0.03517375550305619,-0.04301127065504025,-0.08521705799125412,-0.007473309932457876
2024-04-07,-0.050140041088712166,-0.06474522111617151,-0.08010641544648474,-0.007500769640346696,-0.02530464833040641,-0.03139477652073237,-0.09103626594245287,-0.00701695222651986
2024-04-08,-0.05011145347853654,-0.0647373763280234,-0.08010417840291319,-0.00749955373452861,-0.026637136546931166,-0.03206015666031337,-0.09092277663923895,-0.007543299623136525
2024-04-09,-0.0500828658683609,-0.0647295315398753,-0.08010194135934165,-0.007498337828710524,-0.05256288513338385,-0.0641338222067428,-0.09204586661221574,-0.007165685732076079
2024-04-10,-0.050054278258185265,-0.0647216867517272,-0.08009970431577011,-0.007497121922892438,-0.04176536124437459,-0.05274127996859485,-0.07931459731717745,-0.007671271369246374
2024-04-11,-0.050025690648009644,-0.06471384196357907,-0.08009746727219856,-0.007495906017074348,-0.03410017236978802,-0.03841262880956209,-0.09560405769580932,-0.008226492461536788
2024-04-12,-0.05000938009063585,-0.0646862993098815,-0.08007704277979207,-0.007491299027076669,-0.09572887950968118,-0.11936288279139629,-0.08642547518708155,-0.007465199879134997
2024-04-13,-0.04999306953326207,-0.06465875665618392,-0.08013773405648629,-0.007486692037078991,-0.07800254511669297,-0.0966526717797985,-0.08054637059295179,-0.006991318431629618
2024-04-14,-0.049976758975888276,-0.06484720336209686,-0.0803639866345315,-0.0074820850470813105,-0.014390765899703128,-0.020658741975275934,-0.0810994652603513,-0.007015543980988636
2024-04-15,-0.049960448418514485,-0.06519252931928265,-0.08035094084094901,-0.007477478057083632,-0.06736295059344961,-0.08371078528435341,-0.09529920073184965,-0.008064003889500812
2024-04-16,-0.0499441378611407,-0.06517241734473632,-0.08033789504736653,-0.007472871067085953,-0.0368636539935029,-0.04862468107313554,-0.08386387666728884,-0.007862830732719426
2024-04-17,-0.04992782730376691,-0.06515230537018997,-0.08032484925378405,-0.007468264077088274,-0.044117006560351155,-0.05217096550587931,-0.0911056674120162,-0.006766549472089389
2024-04-18,-0.049911516746393124,-0.06513219339564363,-0.08031180346020159,-0.007463657087090595,-0.02141442102095343,-0.026681453953723674,-0.09056881965186227,-0.00734347801027032
2024-04-19,-0.04989520618901933,-0.06511208142109728,-0.0802987576666191,-0.007459050097092915,-0.03868667004608341,-0.04663595991591534,-0.09524141703171699,-0.007471870899636258
2024-04-20,-0.04987889563164554,-0.06509196944655093,-0.08028571187303662,-0.007454443107095237,-0.011145386631296668,-0.015629696481888618,-0.08400063724223282,-0.007313562048745767
2024-04-21,-0.049862585074271756,-0.0650718574720046,-0.08027266607945414,-0.007449836117097558,-0.04744078178997622,-0.056004561092546,-0.09473157979937946,-0.007085296092692562
2024-04-22,-0.049846274516897965,-0.06505174549745825,-0.08025962028587166,-0.007445229127099879,-0.023065509899663657,-0.029803821452485446,-0.087270369077645,-0.007431083540819668
2024-04-23,-0.04982996395952418,-0.06503163352291191,-0.0802465744922892,-0.0074406221371022,-0.030092062388617676,-0.03492233436729337,-0.08946795916339681,-0.006810881966541866
2024-04-24,-0.04981365340215039,-0.06501152154836556,-0.08023352869870672,-0.00743601514710452,-0.05359084439990045,-0.06634225492943308,-0.0890198546604534,-0.006818853405800473
2024-04-25,-0.0497973428447766,-0.06499140957381921,-0.08022048290512424,-0.007431408157106842,-0.04193409377995321,-0.050627352444593945,-0.08733088377557663,-0.007499190259433011
2024-04-26,-0.04978103228740281,-0.06497129759927288,-0.08020743711154175,-0.007426801167109163,-0.03473371695777063,-0.042247416066837365,-0.09073587883059456,-0.007275794151355261
2024-04-27,-0.04976472173002902,-0.06495118562472653,-0.08019439131795927,-0.0074221941771114835,-0.03781192865743693,-0.04669439331755912,-0.08786992481110295,-0.007297385716532053
2024-04-28,-0.04974841117265524,-0.0649310736501802,-0.08018134552437681,-0.007417587187113805,-0.05354251627047109,-0.06495977113523485,-0.09242260572474778,-0.00743559631627238
2024-04-29,-0.049732100615281445,-0.06491096167563384,-0.08016829973079433,-0.007412980197116125,-0.04246169570807905,-0.05328583680548819,-0.08168572518961806,-0.006921575602948117
2024-04-30,-0.049715790057907654,-0.0648908497010875,-0.08015525393721185,-0.007408373207118447,-0.050167086472909926,-0.06296248808977252,-0.0816741555782849,-0.006763676375492763
2024-05-01,-0.049699479500533876,-0.06487073772654116,-0.08014220814362938,-0.007403766217120763,-0.03408093976867418,-0.04067609585101021,-0.08780212575421148,-0.0077460567184338665
2024-05-02,-0.049690851080083746,-0.06486289293839306,-0.08013997110005784,-0.007395107740469898,-0.0387598153022058,-0.04370311722723983,-0.1043655803238768,-0.007517502895270521
2024-05-03,-0.04968222265963362,-0.06485504815024495,-0.08013773405648629,-0.0073864492638190315,-0.020767308023332123,-0.026971032309365903,-0.09089087622883352,-0.007061775841911594
2024-05-04,-0.04967359423918349,-0.06484720336209686,-0.08013549701291475,-0.007377790787168164,-0.031994526697293565,-0.04175669961615845,-0.07988963936289456,-0.006703346841276997
2024-05-05,-0.04966496581873336,-0.06483935857394875,-0.08013325996934322,-0.007369132310517299,-0.03256424265169958,-0.04155483388746989,-0.0780609229871869,-0.006844184401065751
2024-05-06,-0.04965633739828323,-0.06483151378580064,-0.08013102292577168,-0.007360473833866432,-0.06094489489793371,-0.07291964494583698,-0.09014563133220835,-0.006877021001363965
2024-05-07,-0.0496477089778331,-0.06482366899765254,-0.08012878588220014,-0.007351815357215566,-0.048160185157941016,-0.06041718461825648,-0.08402134969309409,-0.006980011836734378
2024-05-08,-0.04963908055738297,-0.06481582420950444,-0.08012654883862859,-0.0073431568805647,-0.039173473571484735,-0.048282152270373,-0.0857721443639751,-0.007397314170405727
2024-05-09,-0.04963045213693284,-0.06480797942135634,-0.08012431179505705,-0.007334498403913833,-0.028444340073456476,-0.033976766630628964,-0.0923639191195266,-0.007489509065467467
2024-05-10,-0.04962182371648271,-0.06480013463320823,-0.08012207475148551,-0.007325839927262968,-0.05281223751102569,-0.06568081273172978,-0.09088920380772972,-0.006847455955047621
2024-05-11,-0.04961319529603258,-0.06479228984506012,-0.08011983770791398,-0.0073171814506121004,-0.037483173857519994,-0.046522062660703634,-0.08142649697963525,-0.007257856794929976
2024-05-12,-0.04960456687558245,-0.06478444505691203,-0.08011760066434244,-0.007308522973961235,-0.04017240976775631,-0.04792392608991328,-0.09227144059089348,-0.0071810063252589025
2024-05-13,-0.04959593845513232,-0.06477660026876392,-0.08011536362077089,-0.007299864497310368,-0.04454762942617191,-0.05627787274739582,-0.08446221413910934,-0.007220588811417419
2024-05-14,-0.04958731003468219,-0.06476875548061582,-0.08011312657719935,-0.007291206020659502,-0.047905810792294674,-0.06037145000082868,-0.08107011977885058,-0.006577697029584913
2024-05-15,-0.04957868161423206,-0.06476091069246771,-0.08011088953362781,-0.007282547544008636,-0.022305084057723138,-0.027092481493520205,-0.08274401015586028,-0.006619213249220532
2024-05-16,-0.04957005319378193,-0.0647530659043196,-0.08010865249005628,-0.007273889067357769,-0.04473553596455184,-0.05693783482294011,-0.08585762276256191,-0.006340514117931194
2024-05-17,-0.0495614247733318,-0.06474522111617151,-0.08010641544648474,-0.007265230590706904,-0.028560753395562508,-0.036944363241050354,-0.07508568873727339,-0.007192803683965841
2024-05-18,-0.04955279635288167,-0.0647373763280234,-0.08010417840291319,-0.0072565721140560365,-0.04497610972115666,-0.05276638856818421,-0.0961085992831355,-0.006916183326998371
2024-05-19,-0.04954416793243154,-0.0647295315398753,-0.08010194135934165,-0.00724791363740517,-0.049512783280512826,-0.06304224172522571,-0.08125731659058023,-0.0068430560570949
2024-05-20,-0.04953553951198141,-0.0647216867517272,-0.08009970431577011,-0.007239255160754305,-0.014797873513380317,-0.018045628146726642,-0.08514593297444063,-0.0072691189083765526
2024-05-21,-0.049526911091531275,-0.06471384196357907,-0.08009746727219856,-0.007230596684103443,-0.05151340812071927,-0.0630700675668645,-0.09423737723633137,-0.007740404465790674
2024-05-22,-0.049512291576634115,-0.0646862993098815,-0.08007704277979207,-0.007227220216209008,-0.049224857071860834,-0.06341530265949391,-0.07346371222771397,-0.006525867878788737
2024-05-23,-0.04949767206173695,-0.06465875665618392,-0.08005661828738557,-0.0072238437483145715,-0.04824696369424756,-0.05367496015950722,-0.09116857595722737,-0.0062707735730234415
2024-05-24,-0.04948305254683979,-0.06463121400248634,-0.08003619379497909,-0.007220467280420135,-0.038775292023465274,-0.044755776234076124,-0.08982379255675049,-0.007213592286043036
2024-05-25,-0.04946843303194262,-0.06460367134878876,-0.08001576930257259,-0.0072170908125257,-0.03357648416140352,-0.04311819737058226,-0.08510895654468266,-0.006648279597790605
2024-05-26,-0.04945381351704546,-0.06457612869509119,-0.07999534481016611,-0.007213714344631264,-0.04181991710207014,-0.05154403337290269,-0.08469302613827977,-0.007218367944910764
2024-05-27,-0.0494391940021483,-0.06454858604139362,-0.07997492031775962,-0.007210337876736829,-0.030990599589639605,-0.0384233221673663,-0.08806884969745372,-0.00731176225695967
2024-05-28,-0.049424574487251134,-0.06452104338769604,-0.07995449582535312,-0.007206961408842393,-0.03971925303047152,-0.04847728612108153,-0.08913396495270856,-0.006862683029480922
2024-05-29,-0.049409954972353974,-0.06449350073399845,-0.07993407133294664,-0.0072035849409479566,-0.04580352137546534,-0.05612570997825211,-0.08693039169841207,-0.0075374231243522756
2024-05-30,-0.04939533545745681,-0.06446595808030088,-0.07991364684054014,-0.007200208473053521,-0.04381618565380988,-0.05253494227319914,-0.08969972452976414,-0.0073684765009113294
2024-05-31,-0.04938071594255965,-0.06443841542660331,-0.07989322234813366,-0.007196832005159085,-0.040559992705035894,-0.051586068279893066,-0.08546497606508958,-0.006703038073119392
2024-06-01,-0.04936609642766249,-0.06441087277290573,-0.07987279785572717,-0.00719345553726465,-0.039564776179002725,-0.049186051195749286,-0.08435454488158213,-0.007237771005108149
2024-06-02,-0.04935147691276532,-0.06438333011920816,-0.07985237336332067,-0.007190079069370214,-0.04041644378081531,-0.050318213450940945,-0.08790718018916846,-0.007053266381578749
